"순번","국가명","무역관명","무역관주소","공항무역관이동"
21.0,카자흐스탄,알마티 무역관,"  ㅇ 주소: &quot;BNC Plaza&quot; BC, 8th Floor, Timiryazev str. 26, Almaty 050060, Republic of Kazakhstan   ㅇ 전화: +7 727 222 32 32  ㅇ 팩스: +7 727 220 84 64  ㅇ 대표 이메일: kotrakz@mail.ru","현지 출장으로 공항에서 무역관 이동 시 버스는 시간이 오래걸리기도 하고, 코로나로 인해 다수의 승객이 탑승하는 버스보다는 택시를 이용하는 것이 안전하고, 편리하다.택시의 경우 컴포트 플러스 기준으로 공항에서 시내 호텔까지는 5,000텡게(약 11 달러)정도가 소요되며, 무역관 사무실까지는 3,500텡게(약 8 달러)정도가 소요된다.시내에서 무역관까지 택시를 이용할 경우에는 1000텡게(약 2.2 달러)정도가 소요된다.현지에서는 Yandex taxi라는 어플이 많이 이용되는데, 신용카드를 등록할 경우 카드결재가 가능하며, 현금으로 운전자에게 직접 지급할 수도 있다. 목적지에 따른 택시 운임을 확인할 수 있고, 운임을 더 지급할 경우 보다 좋은 차량을 이용할 수 있기 때문에 매우 유용하다. Yandex taxi를 이용할 경우 목적지를 BNC Plaza를 입력하면 되고, 공항에서 일반 택시를 잡아 이동할 경우 아래 주소를 보여주면 된다.   ㅇ 주소   - (러시아어) Казахстан, г. Алматы, ул. Тимирязева 26, БЦ &quot;BNC Plaza&quot;, 8 этаж КОТРА   - (영어) Kazakhstan, Almaty, st. Timiryazev 26, &quot;BNC Plaza&quot;, 8th floor, KOTRA무역관은 스타벅스 커피가 입주해 있는 BNC Plaza 건물 8층에 위치해 있다. 사무실 방문 시 외부인은 건물 1층 리셉션에 신분증을 맡겨야 사무실이 있는 층으로 이동할 수 있다"
22.0,중국,베이징 무역관,"    - 주소: Beijing Puxiang Zhongxin 29th Floor, Hongtaidongjie, Wangjing, Chaoyang District, Beijing, China (중문: 北京市朝陽區望京宏泰東街浦項中心29層)    - 연락처: +86-10-6410-6162    - 우편번호: 100102","베이징 무역관은 한국인이 많이 거주하고 있는 왕징의 포스코 건물 28층, 29층에 위치하고 있으며, 옆에는 알리바바 건물이 있다.  ㅇ 택시 이용    - (베이징 수도공항) 베이징 수도공항 밖 택시(出租车) 탑승 구역에서 택시 탑승 후 望京浦项中心(왕징 포스코센터)으로 네비게이션(导航)을 켠 후 안내를 부탁한다.      - 택시 기본요금은 13위안이며 기본거리 초과 후 매 1km당 2.0위안 가산된다. 고속도로는 톨게이트 비용 10위안 별도로 추가된다.    - 공항에서 무역관까지 50~60위안 정도 나오며 짐이 많거나 3인일 경우 가장 효율적이고 편리하다.    - (베이징 다씽공항) 베이징 다씽공항에서 무역관까지 비용은 150위안 정도 소요된다.  ㅇ 베이징 수도 도착 시 공항버스 이용    - T1(1층 7번 출구 안), T2(1층 11번 출구 밖), T3(1층 7 혹은 9번 출구 밖) 공항버스 매표소에서 14번 왕징(望京; Wang Jing)행 버스표 구매 후, 버스에 탑승한다.   - 요금은 노선에 상관없이 1인당 20위안이다.   - 버스의 두 번째 정류장인 광쑨베이따제(廣順北大街; Guang Shun Bei Da Jie)에서 하차한 후 무역관 건물까지 택시로 약 7분(약 2.7km) 비용은 13원 소요된다.   - 운행시간은 07:30~21:00, 배차시간은 30분 간격이다.  ㅇ 지하철 이용     - (베이징 수도공항) T3/T2에서 베이신챠오(北新桥) 방향의 공항노선(首都机场线) 지하철에 탑승 후 둥즈먼(东直门) 역에서 시즈먼(西直门) 방향의 13호선을 환승하여 왕징서역(望京西)에 도착한다. 왕징서역에서 무역관까지 택시를 이용하거나, 펑붜(俸伯)방향의 15호선을 환승하여 왕징동역(望京东)에서 하차한 후 도보로 10분 이동하면 무역관에 도착할 수 있다.      - (베이징 다씽공항) 베이징 다씽공항노선(北京大兴国际机场线) 차오챠오(草桥) 방향의 지하철에 탑승 후  차오챠오(草桥)역에서 무단위안(牡丹园) 방향의 19호선을 환승하여  무단위안에 도착 후 젠더먼(健德门) 방향의 10호선을 재 환승하여 후이신시제난커우(惠新西街南口)에 도착, 톈퉁위안베이(天通苑北) 방향의 5호선을 다시 환승하여 다툰루둥(大屯路东)역 도착후 펑붜(俸伯)방향의 15호선을 환승하여 왕징동역(望京东)에서 하차한 후 도보로 10분 이동하면 무역관에 도착할 수 있다.  "
23.0,중국,광저우 무역관,"    - 주소: 2904-2907A Teem Tower, No.208 TianHe Rd., TianHe Dist, GuangZhou, China (중문: 廣州市天河區天河路208號 天河城大廈29楼 04-07A號)    - 연락처: +86-20-2208-1600    - 팩스: +86-20- 2208-1636    - 우편번호: 510620","광저우 무역관은 광저우시 중심에 소재하고 있는 天河城大廈(Teem Tower) 29층에 위치하고 있으며, 광저우시 북쪽에 위치하고 있는 신바이윈(新白雲) 국제공항으로부터 약 50km 떨어져 있다.   ㅇ 택시 이용    - 공항에서 무역관까지 교통비는 보통 120위안 수준이다. 택시 기본 요금은 10위안(2km)이며 기본거리 이후부터는 1km당 2.6위안씩 추가된다.  ㅇ 공항버스 이용     - 공항버스에서 내린 후 다른 교통수단으로 다시 환승해야 하므로 택시를 타는 것이 좋다.  "
24.0,중국,난징 무역관,"    - 주소: Room 1705, Phase 2, Deji Plaza, 18 Zhongshan Road, Nanjing, Jiangsu Province (중문: 江蘇省南京市中山路18號德基廣場2期1705室)    - 연락처: +86-25-8328-8991    - 팩스: +86-25- 8328-8991#21    - 우편번호: 210018","  ㅇ 택시 이용    - 난징루커우(南京祿口) 국제공항에서 택시를 타고 시내로 진입할 경우 10위안의 도로이용료를 징수하고 있으며, 하차 시 미터기에 찍힌 금액(일반적으로 126위안 정도)에 기사가 미리 낸 도로이용료 10위안을 추가하여 지불하면 된다.    - 소요시간: 50분~1시간"
25.0,중국,다롄 무역관,"    - 주소: 1403A, Shen Mao Building, NO.147, Zhong Shan Road, Dalian, China (중문: 遼甯省大連 西崗區中山路147號 申貿大廈 14層1403室)    - 전화: +86-411-8253-0051    - 팩스: +86-411-8253-0050    - 우편번호: 116001","  ㅇ 택시 이용    -  택시 이용은 무역관을 방문하는데 가장 편리한 방법으로, 다롄공항과 시내는 거리가 가까운 편이기 때문에 가격 부담도 적은 편이다. 일반적으로 공항에서 신무대하(申貿大廈)까지 택시요금은 30~35위안 정도이며, 시간은 약 30분 정도가 소요된다. ㅇ 지하철 이용    - 다롄 공항과 시내를 경유하는 지하철 2호선이 운행되고 있어 2호선을 이용하여 一二九街(Yi Er Jiu St.)역에서 하차 후 도보로 6분이면 무역관에 도착할 수 있다. 공항에서 一二九街까지 가는 지하철 요금은 4위안 정도이며, 시간은 약 40분가량 소요된다."
26.0,중국,상하이 무역관,"    - 주소: KOTRA Shanghai, Room 3110, Shanghai Maxdo Center, No. 8, Xing Yi Road, Shanghai, China, 200336 (중문:上海市興義路8號上海萬都中心 3110室)    - 연락처: +86-21-5108-8771(2)    - 팩스: +86-21- 6219-6015, 6236-8211    - 우편번호: 200336","상하이에는 두 개의 공항(푸둥(浦東) 공항과 홍차오(虹橋) 공항)이 있다. 푸둥(浦東) 공항 및 훙차오(虹橋) 공항에서는 국제선, 국내선 모두 운항되고 있다.  ㅇ 택시 이용    - 푸둥(浦東) 공항에서 상하이 무역관까지는 택시로 약 1시간이 소요되며 요금은 약 200위안이다.    - 홍차오(虹橋) 공항에선 약 15분 정도 소요되며 택시요금은 도로이용료 포함 약 35위안이다. 홍차오(虹橋) 공항에서 상하이 무역관으로 올 경우 택시가 셔틀보다 빠르고 편리하다.  ㅇ 공항버스 이용    - 푸둥(浦東) 공항에서 상하이 무역관까지 공항버스로는 약 1시간 30분이 소요된다. 7시 20분에서 23시까지 30분 간격으로 운행되고 요금은 25위안이다. 인허삥관(銀河賓館)행 버스를 탑승하면 된다. "
27.0,중국,샤먼 무역관,"    - 주소: 21F G,International Plaza, Lujiangdao, Xiamen, Fujian, China (중문: 中國福建省廈門市鹭江道8號國際銀行大廈21樓G單元)    - 연락처: +86-59-2210-3190~2    - 팩스: +86-59-2210-3193    - 우편번호: 361001","샤먼 무역관은 샤먼시 중산루(中山路) 중심에 소재하고 있는 국제은행빌딩(國際銀行大廈)의 21층에 위치하고 있으며, 맞은편에는 샤먼시의 유명 관광지 중 한 곳인 구랑위가 있다.  ㅇ 택시 이용    - 공항에서 무역관까지 택시요금은 약 40~50위안이며, 소요시간은 약 30분 정도이다. 샤먼의 택시 기본요금은 10위안이며, km당 2위안이 추가된다. 요금이 10위안 미만일 경우 유류할증료는 1위안이며, 8위안 이상일 경우 유류할증료는 2위안이다."
28.0,중국,선양 무역관,"    - 주소: Room 1703 huarun building, No 286, qingnianda Street, Heping District, Shenyang, Liaoning, P.R.China (중문: 遼甯省沈陽市和平區青年大街286號華潤大廈A座1703室)    - 전화: +86-24-3137-0770    - 팩스: +86-24-3137-0773    - 우편번호: 110004","선양타우셴(桃仙) 공항에서 무역관까지는 약 20km 거리이다.   ㅇ 택시 이용    - 공항에서 선양 무역관까지 택시로는 40분 정도 소요되며, 택시비는 약 70위안 정도이다. 기본요금은 3km까지는 8위안, 이후에는 600m당 1위안씩 추가되며, 택시요금과 별도로 고속도로 이용료(5위안)가 추가된다. "
29.0,중국,시안 무역관,"    - 주소: Room 1905, Maike International Building, No.33, High-tech Industrial Development Zone, Jin Ye Road, Xian, China (중문: 西安市高新技術産業開發區錦業路12號邁科中心 1905室)    - 연락처: +86-29- 8883-1060    - 팩스: +86-29- 8883-1056    - 우편번호: 710077","시안 무역관 입주건물인 완커국제빌딩(邁科國際大廈)은 시안시 내의 남서쪽 2환과 3환의 중심에 있으며, 고신기술개발구(高新技術開發區)에 위치하고 있다. 주변에는 샹그리라 호텔, 시안 한국 총영사관, 백화점 등 첨단개발지구 상업지역이 있다.   ㅇ 택시 이용    - 공항에서 나오면 택시승차장이 있어 무역관 소재지인 邁科國際大廈를 알려 주면 된다. 택시는 두 가지가 있으며 기본 요금이 8.5위안(기본거리 3㎞, 3㎞ 이상 시 ㎞당 1.5위안 추가, 일반적으로 녹색 택시)짜리와 10위안(기본거리 2㎞, 2㎞ 이상 시 ㎞당 2.4위안 추가, 일반적으로 검정색 택시)짜리가 있다.    - 택시요금과는 별도로 고속도로 이용료(이용 고속도로 및 출구에 따라 5~15위안 정도)를 별도로 납부해야 한다. 소요시간은 대략 40분에서 1시간 사이이며, 요금은 검정색 택시의 경우 200위안, 녹색 택시의 경우 150위안 정도가 부과된다. ㅇ 공항버스 이용   - 공항에서 시까오신(공항 &harr; 西高新线)선 버스를 이용해서 시내로 이동한 후, 시내버스 및 택시를 이용하면 된다.   - 즈청리보호텔(志诚丽柏酒店)에서 하차 후 608번 버스를 이용하여 뤼디스지청(绿地世纪城)에서 내려서 도보로 10분 이동하면 된다.   - 공항버스 요금은 25위안이며 시간은 대략 1시간 소요된다.   - 초행이거나 짐이 많으면 가급적 공항버스로 시내 이동 후 즈청리보호텔(志诚丽柏酒店)에서 택시를 이용하는 것이 좋다. "
30.0,중국,우한 무역관,"    - 주소: Room 1206, Wuhan New World Trade Center, Hankou Jianshe Avenue No.568, Wuhan, Hubei province, China (중문: 中國湖北省武漢市漢口建設大道568號 武漢新世界國貿中心 1206室)    - 연락처: +86-27- 5930-9299    - 팩스: +86-27- 5931-3669     - 우편번호: 430022","  ㅇ 택시 이용    - 직행 공항 버스는 없으며 택시를 이용해야 한다.     - 기본 요금이 10위안인 택시의 경우 공항 고속도로 이용료 15위안 포함 약 80위안의 요금이 소요되며, 무역관까지는 40분 정도가 걸린다.   ㅇ 지하철 이용   - 지하철 2호선 톈허공항역(天河机场站)에서 왕쟈둔동역(王家墩东站)에 도착 후 7호선으로 갈아타서 취수이로우역  (取水楼站) A2출구로 나오면 된다. 도보로 직행50m 걸으면 신세계 빌딩(新世界国贸大厦)에 도착한다."
31.0,중국,정저우 무역관,"    - 주소: Room706 Meisheng Centre Building, No.33  Jinshui East Road, zhengdong new district, zhengzhou city, Henan Province, China (중문:  中國河南省鄭州市鄭東新區金水東路33號美盛中心706)    - 연락처: +86-371- 8616-3927(200)    - 우편번호: 450018","  ㅇ 택시     - 공항 밖에 나오면 택시 정류장이 보이며 운전기사에게 무역관 주소를 알려주면 무역관 입주건물인 메이성센터(美盛中心)까지 안내하면 된다.    - 요금: 파란색 택시가 120위안 정도, 녹색 택시가 100위안 정도다. 택시요금과는 별도로 고속도로 이용료(이용 고속도로 및 출구에 따라 10元)를 지불해야 한다.    - 공항에서 무역관까지 대략 40분에서 1시간 소요된다.  ㅇ 공항버스    - 공항에서 버스를 이용해서 시내로 이동한 후 지하철을 이용한다.    - 정저우동역(郑州东站)에서 하차, 1호선을 탑승하여, 눙예난루(农业南路)에서 하차하여 도보로 이동 가능하다.    - 공항버스 요금은 20위안이며 시간은 대략 1시간 소요된다.    - 시내버스 이용이 어려운 경우, 공항버스로 시내 이동 후 정저우동역에서 택시를 이용하는 것이 좋다.  ㅇ 고속철(郑机城铁)    - 공항 지하 2층에서 고속철을 탑승하여, 정저우동역에서 하차하여 지하철이나 택시를 이용하여 무역관으로 이동 가능하다."
32.0,중국,창사 무역관,"    - 주소: Room 3208, Hua Yuan GuoJiZhongXin 32 Floor, XiangJiangZhong Road, No.36, Changsha, Hunan province, China (중문: 中國湖南省長沙市天心區湘江中路二段36號華遠國際中心32層3208室)    - 연락처: +86-731- 8564-0080	    - 팩스: +86-731-8564-0070",  ㅇ 택시 이용    - 직행 공항 버스는 없으며 택시를 이용해야 한다. 택시를 타고 이동할 경우 공항 고속도로 이용료 10위안을 포함해 약 100위안 정도가 소요된다.    - 시간은 약 50분 정도 소요된다.
33.0,중국,청두 무역관,"    - 주소: 29F Tower 2 Plaza Central, Shuncheng Dajie, Jinjiang District, Chengdu, Sichuan Province, China (중문: 中國四川省成都市錦江區順城大街8號中環廣場2座29層)    - 연락처: +86-28-8672-3501~6    - 팩스: +86-28-8672-3507    - 우편번호: 610016","  ㅇ 택시 이용    - 택시 기본요금은 8위안이다. 공항에서 청두 무역관까지 거리는 약 20km로, 요금은 약 50위안, 시간은 약 50분 정도 소요된다.  ㅇ 공항버스 이용    - 공항버스는 2호선을 탑승하여 톈푸광장동역(天府广场东站에서 하차하여 도보로 이동 가능하다. 단일노선이며 요금은 13위안이다. 공항에서 시내까지 그리 멀지 않으므로 택시를 이용하는 것이 편리하다."
34.0,중국,충칭 무역관,"    - 주소: 10-8, No68 One Road Yanghe, Jiangbei District, ChongQing (중문: 重慶市江北區洋河壹路 68號 協信中心 C棟 10-8)    - 전화: +86-23- 6039-1005	    - 팩스: +86-23- 6039 -1009    - 우편번호: 400020","  ㅇ 택시 이용    - 장베이국제공항에서 무역관으로 올 때, 택시를 이용하는 것이 가장 편리하다.     - 공항 정류장에 택시가 대기하고 있으며, 운전기사에게 무역관 주소를 보여주면 쉽게 찾아올 수 있다.     - 공항에서 무역관까지는 30~40분 가량 소요되며, 기본 요금은 10위안으로, 무역관까지 요금은 약 50위안 정도이다. "
